117.402180     31.763469
117.480890     31.663457
0.200    1.260    0.000      1
0.300    1.260    0.000      1
0.400    1.260    0.000      1
0.500    1.260    0.000      1
0.600    1.320    0.000      1
0.700    1.340    0.000      1
0.800    1.360    0.000      1
0.900    1.360    0.000      1
1.000    1.360    0.000      1
1.100    1.360    0.000      1
1.200    1.360    0.000      1
1.300    1.360    0.000      1
1.400    1.340    0.000      1
1.500    1.340    0.000      1
1.600    1.320    0.000      1
1.700    1.320    0.000      1
1.800    1.340    0.000      1
1.900    1.340    0.000      1
2.000    1.360    0.000      1
2.100    1.360    0.000      1
2.200    1.380    0.000      1
2.300    1.400    0.000      1
2.400    1.420    0.000      1
2.500    1.420    0.000      1
2.600    1.420    0.000      1
2.700    1.440    0.000      1
2.800    1.440    0.000      1
2.900    1.440    0.000      1
3.000    1.460    0.000      1
3.100    1.460    0.000      1
3.200    1.460    0.000      1
3.300    1.480    0.000      1
3.400    1.480    0.000      1
3.500    1.480    0.000      1
3.600    1.500    0.000      1
3.700    1.500    0.000      1
3.800    1.500    0.000      1
3.900    1.520    0.000      1
4.000    1.520    0.000      1
4.100    1.540    0.000      1
4.200    1.540    0.000      1
4.300    1.540    0.000      1
4.400    1.560    0.000      1
4.500    1.560    0.000      1
4.600    1.560    0.000      1
4.700    1.580    0.000      1
4.800    1.580    0.000      1
4.900    1.560    0.000      1
5.000    1.560    0.000      1
